,char,movie,mbti,votes
789,Profesor Lavrof,tadeo jones : the lost explorer 2012,INTP,2 Pdb Votes
790,Dan Powers,The Last Days of Disco (1998),INTP,2 Pdb Votes
791,Sparky,The Boxtrolls (2014),INTP,1 Pdb Vote
792,Woodcarver,Treasures of the Snow (1983),INTP,1 Pdb Vote
793,Luka,Posledice (Consequences),INTP,25 Pdb Votes
794,Aek,4Kings,INTP,12 Pdb Votes
795,Skipper,Barbie: Dolphin Magic (2017),INTP,7 Pdb Votes
796,Alec,Two Night Stand (2014),INTP,52 Pdb Votes
797,Isaac,Choose or Die (2022),INTP,5 Pdb Votes
798,Dr. Farthing,Dirty Work (1998),INTP,8 Pdb Votes
799,Lucie Lecter / “Morgan Foster”,The Quiet Family,INTP,0
800,Ellen,For Ellen (2012),INTP,6 Pdb Votes
801,Donny,How to Eat Fried Worms (2006),INTP,4 Pdb Votes
802,Lukas Alvey,Let's Play Some Mafia (2022),INFP,3 Pdb Votes
803,Carla,The Bubble (2022),INTP,2 Pdb Votes
804,The Princess of Pure Reason,The Phantom Tollbooth,INTP,24 Pdb Votes
805,Ludo Schwarzer,The Vampir Schwestern,INTP,5 Pdb Votes
806,Matias (Unfriended:Dark Web),Unfriended (2014),INTP,16 Pdb Votes
807,Milo,The Phantom Tollbooth,INTP,20 Pdb Votes
808,Kevin Dimitri,Dan Life,INTP,6 Pdb Votes
809,Jhon Nash,Una Mente Maravillosa,INTP,2 Pdb Votes
810,Jacob Goldman,Grumpy Old Men,XXXX,9 Pdb Votes
811,Pob,Dew: the Movie (2019),INTP,2 Pdb Votes
812,Zach,21 Jump Street (2012),INTP,15 Pdb Votes
813,Leek,Shuggie Bain,INTP,4 Pdb Votes
814,Simon Feck,Knight and Day,INTP,7 Pdb Votes
815,Hijiri Sanagi,Parasite in Love (2019),INTP,39 Pdb Votes
816,Father Bests,Wendell and Wild,INTP,16 Pdb Votes
817,Frank Wyler,Beyond The Darkness (1979),INTP,13 Pdb Votes
818,Derick,Duck! The Carbine High Massacre (1999),INTP,19 Pdb Votes
819,Dr Brody,Cats & Dogs,INTP,1 Pdb Vote
820,Lauren,How High (2001),INTP,4 Pdb Votes
821,Beatte Letier,Tales Of The Hunger Games (TOTHG),INTP,1 Pdb Vote
822,Jason Jennings,Tales Of The Hunger Games (TOTHG),INTP,1 Pdb Vote
823,Simmintile Farnham,Tales Of The Hunger Games (TOTHG),INTP,1 Pdb Vote
824,Majove Jaxs,Tales Of The Hunger Games (TOTHG),INTP,1 Pdb Vote
825,Finch (Foxface),Tales Of The Hunger Games (TOTHG),INTP,1 Pdb Vote
826,District 3,Tales Of The Hunger Games (TOTHG),INTP,5 Pdb Votes
827,Josef K.,The Trial (1962),INTP,17 Pdb Votes
828,Atommica Pertreze,Tales Of The Hunger Games (TOTHG),INTP,1 Pdb Vote
829,Lumo Harper,Tales Of The Hunger Games (TOTHG),INTP,1 Pdb Vote
830,Spencer,The Toll,INTP,1 Pdb Vote
831,Jacopo,Il filo invisibile (The Invisible Thread),INTP,20 Pdb Votes
832,Hee Won,Yaksha: Ruthless Operations,INTP,11 Pdb Votes
833,Jeffrey Franken,Frankenhooker (1990),INTP,7 Pdb Votes
834,Valeria,Anónima,INTP,12 Pdb Votes
835,Arthur Keats,The Postman Always Rings Twice (1946),INTP,1 Pdb Vote
836,Barry Shalowitz,City Slickers,INTP,2 Pdb Votes
837,David Staebler,The King of Marvin Gardens (1972),INTP,4 Pdb Votes
838,Su Wu,Kung Fu Panda (Franchise),INTP,19 Pdb Votes
839,Laguna Tidepool,Trolls (2016),INTP,10 Pdb Votes
840,Moss,Jess + Moss,INTP,5 Pdb Votes
841,Peter Dickenson,The Flight Of Dragons (1982),INTP,2 Pdb Votes
842,Léo,Bigbug,INTP,8 Pdb Votes
843,Suzy Austin,A Ring of Endless Light (film),INTP,3 Pdb Votes
844,Adam Eddington,A Ring of Endless Light (film),INTP,7 Pdb Votes
845,Martians,The War of the Worlds (1953),INTP,2 Pdb Votes
846,The Matrix Reloaded: The Album,The Matrix Trilogy Music,INTP,2 Pdb Votes
847,Burly Brawl,The Matrix Trilogy Music,INTP,8 Pdb Votes
848,Clara Varner,"The Long, Hot Summer",XXXX,8 Pdb Votes
849,Emily Johnson,STRIVE,INTP,1 Pdb Vote
850,Mandy Williams,STRIVE,INTP,7 Pdb Votes
851,Shim Bo-ram,Samjin Company English Class,INFP,49 Pdb Votes
852,Dr. Jack Seward,Bram Stoker's Dracula (1992),INTP,5 Pdb Votes
853,K.C Houseman,Moonfall (2022),INTP,2 Pdb Votes
854,Dr. Weedon,Senseless,INTP,8 Pdb Votes
855,Peter Ward / Will Atenton,Dream House,INTP,2 Pdb Votes
856,Jill Parrish,Gone,INTP,1 Pdb Vote
857,Daniel,Over the Counter,INTP,14 Pdb Votes
858,Seung Tae,Sinkhole,INTP,14 Pdb Votes
859,Dr. Egon Spengler,Ghostbusters: Afterlife (2021),INTP,9 Pdb Votes
860,Richard Croft,Tomb Raider (2018),INTP,4 Pdb Votes
861,Paula Henning,Anatomy (2000),INTP,13 Pdb Votes
862,Lyosha,Zhmurki (2005),INTP,3 Pdb Votes
863,Shush (Experiment 234),Lilo & Stitch (Franchise),INTP,2 Pdb Votes
864,Peepers,Rock-A-Doodle,INTP,5 Pdb Votes
865,Spaz,Meatballs (1979),INTP,3 Pdb Votes
866,Doug Hansen,Everest,INTP,2 Pdb Votes
867,Takeo Kurokawa,Fortuna's Eye,INTP,3 Pdb Votes
868,John,Uwantme2killhim? (You Want Me To Kill Him?),INTP,14 Pdb Votes
869,Phi Rifle,Killer Tattoo (Mue Puen-Lok/Phra/Chan),INTP,21 Pdb Votes
870,Aimee Blake,The Humans (2021),INTP,8 Pdb Votes
871,Suryani (Sur),Photocopier,INTP,1 Pdb Vote
872,Alex,Anonymously Yours,INTP,11 Pdb Votes
873,James Leer,Wonder Boys,INTP,4 Pdb Votes
874,Ana,My Friend Ana,INTP,14 Pdb Votes
875,Stonewall,Pass the Ammo (1988),INTP,31 Pdb Votes
876,Lintang,Laskar Pelangi (The Rainbow Troops),INTP,3 Pdb Votes
877,ren,ballz in yo jaws,INTP,1 Pdb Vote
878,Adem Bey (TÜBİTAK Başkanı),Büyük Meclis,INTP,6 Pdb Votes
879,Leda Caruso,The Lost Daughter,INTP,7 Pdb Votes
880,Yoyo,Barb and Star Go to Vista Del Mar (2021),INTP,4 Pdb Votes
881,Ronald Noland,Predators (2010),XXXX,3 Pdb Votes
882,Jay Khan,Encounter (2021),INTP,45 Pdb Votes
883,Viv,C’mon C’mon,INTP,17 Pdb Votes
884,Soichiro Takakura,The Door into Summer (2021),INTP,253 Pdb Votes
885,Carl Willat,Over The Edge (1979),INTP,7 Pdb Votes
886,Abraham Lincoln,Lincoln (2012),INTP,12 Pdb Votes
887,Ekrizdis,Harry Potter / Wizarding World Films,INTP,2 Pdb Votes
888,"Ms. Tara ""Webs"" Tarantula",The Bad Guys (2022),INTP,8 Pdb Votes
889,Luis,7 años,INTP,2 Pdb Votes
890,Hamed sharif,Lahzeye gorgo mish,INTP,22 Pdb Votes
891,Wizard,Happily N'Ever After,INTP,182 Pdb Votes
892,Jessica Holland,Memoria,INTP,15 Pdb Votes
893,Mole,Even Mice Belong in Heaven,INTP,6 Pdb Votes
894,Nick Kringle,Noelle,INTP,7 Pdb Votes
895,Sox the Cat,Lightyear (2022),INTP,4 Pdb Votes
896,Joseph,Blade Runner,INTP,0
897,Jennie Stanton,Best Christmas Party Ever (2014),INTP,0
898,Clark Massey,The Master (2012),INTP,0
899,Anielka,Open Your Eyes (Otwórz Oczy),INTP,0
900,Greg Heffley,Diary of a Wimpy Kid (2020s Series),INTP,36 Pdb Votes
901,Gune,Titan A.E.,INTP,3 Pdb Votes
902,Magpie,Robin Robin (2021),INTP,3 Pdb Votes
903,Mantosh Brierley,Lion (2016),INTP,12 Pdb Votes
904,Tania,St Trinian’s,XXXX,1 Pdb Vote
905,Blenkinsop,Nanny McPhee and the Big Bang,INTP,2 Pdb Votes
906,Kjetil Manheim,Lords of Chaos (2018),INTP,1 Pdb Vote
907,Lord Richard Croft,Lara Croft: Tomb Raider (2001),INTP,3 Pdb Votes
908,Renfield,Monster Family,INTP,4 Pdb Votes
909,Caligola,Luca (2021),INTP,4 Pdb Votes
910,Paul,21 grams / 21 gramos (2003),INTP,2 Pdb Votes
911,Aunt Gladys,Home for the Holidays,INTP,1 Pdb Vote
912,Jan Baalsrud,The 12th Man (2017),INTP,3 Pdb Votes
913,Darren,Thankskilling (2008),INTP,2 Pdb Votes
914,Harry Willis,"Hush...Hush, Sweet Charlotte (1964)",INTP,2 Pdb Votes
915,Raban Bieling,Die Wilden Kerle,INTP,16 Pdb Votes
916,Naveen Rao,In The Shadow Of The Moon (2019),INTP,3 Pdb Votes
917,Michael,Jacob's Ladder (1990),INTP,6 Pdb Votes
918,Valérie,Polytechnique,INTP,8 Pdb Votes
919,Man Crossing,The Red Balloon (1956),INTP,2 Pdb Votes
920,Robert Anderson,Don’t Look Up (2021),INTP,2 Pdb Votes
921,Detective Shibusawa,Suicide club,INTP,2 Pdb Votes
922,Arnold,Troll 2,INTP,9 Pdb Votes
923,Wick,The Misfits (2021),XXXX,2 Pdb Votes
924,Lorena,Chasing Papi (2003),INTP,1 Pdb Vote
925,Noreen,White Sands (1992),INTP,1 Pdb Vote
926,Ryan,40 Days and 40 Nights (2002),INTP,2 Pdb Votes
927,Laurent,Un moment d'égarement,INTP,9 Pdb Votes
928,Kang chil-goo,Take Off,INTP,1 Pdb Vote
929,Zosia Wolska,Nobody Sleeps in the Woods Tonight,INTP,15 Pdb Votes
930,Yavuz,Something Useful,XXXX,4 Pdb Votes
931,Sammy,You Can Count On Me (2000),XXXX,1 Pdb Vote
932,John Maxwell,Big Momma's House,INTP,11 Pdb Votes
933,The Wiz,The Wiz (1978),INTP,13 Pdb Votes
934,Haroud Hazi Bin,Aladdin (1992),INTP,6 Pdb Votes
935,Switch,Seal Team (2021),INTP,20 Pdb Votes
936,Delphine (Shellie),Barbie: Fairytopia (2005),INTP,25 Pdb Votes
937,Phillip,Reprise (2006),INTP,2 Pdb Votes
938,Calli,Koati (2021),INTP,5 Pdb Votes
939,Immanuel Rath,The Blue Angel,INTP,3 Pdb Votes
940,Mathieu Vasseur,Black Box (2021),INTP,29 Pdb Votes
941,Guillaume Kekchoz,Les Méchants,INTP,2 Pdb Votes
942,Patrick,Les Méchants,INTP,2 Pdb Votes
943,Leo Biederman,Deep Impact,XXXX,1 Pdb Vote
944,Dr. Powell,Bumblebee (2018),INTP,4 Pdb Votes
945,Mr. Anderson,The Internship (2013),INTP,4 Pdb Votes
946,Garth,Ultraviolet (2006),INTP,6 Pdb Votes
947,Finch,Finch (2021),INTP,26 Pdb Votes
948,Amador,Los Lunes al Sol / Mondays in the Sun (2002),INTP,3 Pdb Votes
949,Karl,The Banana Splits Movie (2019),INTP,12 Pdb Votes
950,Austin Williams,The Banana Splits Movie (2019),INTP,16 Pdb Votes
951,Professor Kipple,Planet 51,INTP,6 Pdb Votes
952,Cecilia,Encanto (2021),INTP,120 Pdb Votes
953,Maggie Madsen,Transformers (Bayverse),INTP,16 Pdb Votes
954,Atarrabi,Atarrabi & Mikelats,INTP,4 Pdb Votes
955,The Red King,Donkey Skin (1970),INTP,2 Pdb Votes
956,Ghirù,I roteò e la magia dello specchio,INTP,67 Pdb Votes
957,Josh Lin,Love Hard (2021),INTP,34 Pdb Votes
958,Jeffrey Dahmer,Dahmer (2002),INTP,20 Pdb Votes
959,Wendy Lin,The Cabin in the Woods (2012),INTP,45 Pdb Votes
960,Rob,My Little Pony: A New Generation (2021),INTP,15 Pdb Votes
961,Izabella,Transformers (Bayverse),INTP,5 Pdb Votes
962,Ted Fisher,Day of the Dead (1985),INTP,4 Pdb Votes
963,Professor Abronius,Dance of the Vampires,INTP,1 Pdb Vote
964,Hailey Holcomb,There's Someone Inside Your House (2021),INTP,2 Pdb Votes
965,Tommy Boatwright,The Normal Heart,INTP,1 Pdb Vote
966,Adolphe Salles,Eiffel (2021),INTP,2 Pdb Votes
967,Lt. Elizondo,Blues Brothers 2000,INTP,12 Pdb Votes
968,Yentl Mendel,Yentl (1983),INTP,29 Pdb Votes
969,Bruno,Entre Abelhas (A Man Amidst Bees),INTP,1 Pdb Vote
970,Jurek,G.F.Darwin,INTP,5 Pdb Votes
971,Leeg 1,The Hunger Games (Franchise),INTP,17 Pdb Votes
972,Astrid,A Cinderella Story (2004),INTP,6 Pdb Votes
973,Misty,The Maze Runner (Film Trilogy),INTP,5 Pdb Votes
974,Agu,Beasts Of No Nation,INTP,20 Pdb Votes
975,Roger,Ice Age (Franchise),INTP,4 Pdb Votes
976,David,World of Tomorrow (Franchise),INTP,3 Pdb Votes
977,Mary,My Left Foot (1989),INTP,6 Pdb Votes
978,Policier (Pigeon),La Vieille Dame et les Pigeons,INTP,4 Pdb Votes
979,Johan Borg,Hour of the Wolf (1968) (Vargtimmen),INTP,10 Pdb Votes
980,Segawa,"Wheel of Fortune and Fantasy (2021, 偶然と想像)",XXXX,1 Pdb Vote
981,Kevin Peterson,The Boy Next Door,INTP,3 Pdb Votes
982,Bernadette Bassenger,The Adventures of Priscilla: Queen of the Desert,XXXX,14 Pdb Votes
983,Hassan Kasmai,The Pig,INTP,5 Pdb Votes
984,Makoto Sugihara,Crows Zero (2007),INTP,2 Pdb Votes
985,Liz,Mean Girls 2 (2011),INTP,1 Pdb Vote
986,Alicia Campbell,New Best Friend (2002),INTP,2 Pdb Votes
987,Sachiko,The Man From The Sea,INTP,1 Pdb Vote
988,Vivi,Carnaval (2021),INTP,13 Pdb Votes
989,Shurik,Caucasian Prisoner,INTP,14 Pdb Votes
990,Lisa,Afterlife of the Party (2021),INTP,8 Pdb Votes
991,Dr. Miro,Level 16,INTP,39 Pdb Votes
992,El Chivo,Amores Perros / Love's a Bitch (2000),INTP,2 Pdb Votes
993,the Professor,Paddington (2014),INTP,3 Pdb Votes
994,Spoon,Paddington (2014),INTP,10 Pdb Votes
995,Phibs,Paddington (2014),INTP,2 Pdb Votes
996,Cabeça,"Socorro, Virei Uma Garota!",INTP,31 Pdb Votes
997,Satomi Noda,Battle Royale (2000),INTP,38 Pdb Votes
998,Forrest Gump Jr.,Forrest Gump (1994),INTP,2 Pdb Votes
999,Max,Afterlife of the party,INTP,0
1000,Max,The Resident (2011),INTP,6 Pdb Votes
1001,Gunner Boone,The Water Man,INTP,6 Pdb Votes
1002,Isabeau of Anjou,Lady Hawke (1985),INTP,10 Pdb Votes
1003,Jung Jun Kyung,Miracle: Letters to the President,INTP,4 Pdb Votes
1004,Keigo Yamashiro,Kyarakuta,INTP,15 Pdb Votes
1005,Toto (Gallo),Una Película de Huevos,INTP,13 Pdb Votes
1006,Eric Binford,Fade to Black,INTP,4 Pdb Votes
1007,Maik Klingenberg,Goodbye Berlin (Tschick),INTP,29 Pdb Votes
1008,Kika,Xuxa Sonho de Menina - 2007,INTP,3 Pdb Votes
1009,"Frédérique ""Fred"" De Meurs",France (2021),INTP,8 Pdb Votes
1010,Daiki Mamura,Daytime Shooting Star (2017),INTP,15 Pdb Votes
1011,Kobe,Friend Request (2016),INTP,3 Pdb Votes
1012,Abe Applebaum,The Kid Detective,INTP,1 Pdb Vote
1013,Tasya Vos,Possessor,INTP,11 Pdb Votes
1014,The Aliens,War of the Worlds (2005),INTP,25 Pdb Votes
1015,"Reggie ""The Great Turkey""",Free Birds (2013),INTP,32 Pdb Votes
1016,Kelly,Addicted to Fresno (2015),INTP,6 Pdb Votes
1017,"Yassin ""Yass""",The Stronghold,INTP,8 Pdb Votes
1018,Nour Hamadi,Red Soil,INTP,8 Pdb Votes
1019,Émile Choulans,My Father's Stories,INTP,2 Pdb Votes
1020,Foxwell Cripp,100% Wolf,INTP,4 Pdb Votes
1021,Ahmal,Sister Act (1992),INTP,19 Pdb Votes
1022,Howard Bannister,"What's Up, Doc?",INTP,40 Pdb Votes
1023,Dr. Chung,Extinct (2021),INTP,5 Pdb Votes
1024,Rohan Kumar,Spin (2021),XXXX,2 Pdb Votes
1025,Watson,Spin (2021),INTP,1 Pdb Vote
1026,Molly,Spin (2021),INTP,1 Pdb Vote
1027,Miles,Avalon High,INTP,12 Pdb Votes
1028,Thomas,The Voyeurs (2021),INTP,50 Pdb Votes
1029,Guy LaPointe,Tusk,INTP,6 Pdb Votes
1030,Don Johnston,Broken Flowers (2005),INTP,11 Pdb Votes
1031,Charles Darwin,Extinct (2021),INTP,8 Pdb Votes
1032,Hakan,Recep İvedik Trilogy,INTP,19 Pdb Votes
1033,Arakkal Aysha,Urumi (2011),INTP,1 Pdb Vote
1034,Dominic James,Space Jam: A New Legacy,INTP,7 Pdb Votes
1035,Nate,Bride Wars (2009),INTP,5 Pdb Votes
1036,Coleman,Top Gun Series,INTP,1 Pdb Vote
1037,Bob,Top Gun Series,INTP,96 Pdb Votes
1038,"Tom ""Boy""",Bird Box (2018),INTP,13 Pdb Votes
1039,Lucho,Nosotros los nobles,INTP,12 Pdb Votes
1040,Ted,The Idle Mind,INTP,5 Pdb Votes
1041,"Odette ""Odie"" Sinclair",All I Wanna Do (1998),INTP,6 Pdb Votes
1042,Alexander Anderson,Journey to the Center of the Earth / Journey 2: The Mysterious Island,INTP,1 Pdb Vote
1043,Ellen Richard,Tiyaan (2017),INTP,1 Pdb Vote
1044,Aslan Mohammad,Tiyaan (2017),INTP,2 Pdb Votes
1045,SkekShod the Treasurer,The Dark Crystal (1982),INTP,21 Pdb Votes
1046,SkekTek the Scientist,The Dark Crystal (1982),INTP,31 Pdb Votes
1047,Abbé Faria,The Count of Monte Cristo (2002),INTP,1 Pdb Vote
1048,Liu Wen Hao (Bob),fiatlux,INTP,5 Pdb Votes
1049,Dr. Peter Mann,Mimic (1997-2003),INTP,8 Pdb Votes
1050,William Lee,Naked Lunch (1991),INTP,3 Pdb Votes
1051,Laurent Delacroix,Murder Mystery (2019),INTP,4 Pdb Votes
1052,"Tobias ""Tobey"" Quince",Murder Mystery (2019),INTP,12 Pdb Votes
1053,Peter Mitchell,A Late Quartet,INTP,1 Pdb Vote
1054,Lukas,Goodnight Mommy (2014),INTP,8 Pdb Votes
1055,Marian,The Third Part of the Night (1971),INTP,19 Pdb Votes
1056,Dr. Badger,Zootopia (2016),INTP,5 Pdb Votes
1057,Walter Sparrow,The Number 23 (2007),INTP,11 Pdb Votes
1058,Lucas,At Close Range,INTP,2 Pdb Votes
1059,Rupert Burns,Bicentennial Man (1999),INTP,2 Pdb Votes
1060,Glenn,The Addams Family (2019),ESTJ,1 Pdb Vote
1061,Shane Owens,It's a disaster,INTP,1 Pdb Vote
1062,Glen Randolph,It's a disaster,INTP,12 Pdb Votes
1063,Danny Morrison,Domestic Disturbance (2001),INTP,2 Pdb Votes
1064,Henning Holm,Olsen Banden (Olsen Gang),INTP,4 Pdb Votes
1065,Sunny,Plan B,INTP,6 Pdb Votes
1066,Bosley,Charlie's Angels (2000),INTP,1 Pdb Vote
1067,Thaddeus Bradley,Now You See Me,INTP,3 Pdb Votes
1068,Jeanette Chung,Bee Movie (2007),INTP,11 Pdb Votes
1069,Richard Thompson,The Bone Collector (1999),INTP,5 Pdb Votes
1070,Mr.Daniels,G.B.F. (2013),INTP,29 Pdb Votes
1071,Ruth Wheldon,Reservation Road (2007),INTP,25 Pdb Votes
1072,Mudbud,Snow Buddies (2008),INTP,1 Pdb Vote
1073,Sara Barnes,Smart House,INTP,1 Pdb Vote
1074,Stephan Elliot,Lost Hearts,INTP,6 Pdb Votes
1075,Jack,The Patient in Room 33,INTP,34 Pdb Votes
1076,Henry,Fear Street (Franchise),INTP,1 Pdb Vote
1077,Manolo (Otto),Toc Toc,INTP,1 Pdb Vote
1078,Mike Lowen,No Sudden Move (2021),INTP,3 Pdb Votes
1079,Man on Swing,Never Been Kissed (1999),INTP,3 Pdb Votes
1080,Sidney,Old (2021),INTP,3 Pdb Votes
1081,Trent Cappa,Old (2021),INTP,4 Pdb Votes
1082,Sidney,Old,INTP,3 Pdb Votes
1083,Hotel Van Driver,Old,INTP,13 Pdb Votes
1084,Vildan Vildir,Dungeons & Dragons (film series),INTP,3 Pdb Votes
1085,Marina Pretensa,Dungeons & Dragons (film series),XXXX,5 Pdb Votes
1086,Charlie Bucktin,Jasper Jones (2017),INTP,5 Pdb Votes
1087,Anton Zaleski,The Hummingbird Project,INTP,3 Pdb Votes
1088,Marcus,Indignation (2016),XXXX,1 Pdb Vote
1089,Ben,Zapped,INTP,1 Pdb Vote
1090,Ngig,Sing Street (2016),INTP,2 Pdb Votes
1091,Maggie,Deep Water (2022),INTP,4 Pdb Votes
1092,Owen Yu,Clifford the Big Red Dog,INTP,7 Pdb Votes
1093,Dong-Jin,The 8th Night,XXXX,5 Pdb Votes
1094,Aldo,Oscar (1991),INTP,0
1095,Moses Rosenthaler,The French Dispatch,INTP,0
1096,Jeff,Upstream Color,INTP,0
1097,Professor Flux,Despicable Me (Franchise),INTP,0
1098,Tom,Despicable Me (Franchise),INTP,0
1099,Aimo,Rare Exports,INTP,0
1100,Dr. Simon Ziegler,Morgan (2016),XXXX,2 Pdb Votes
1101,François,Presidents (2021),INTP,2 Pdb Votes
1102,Adrien,Bye Bye Morrons,INTP,4 Pdb Votes
1103,"Jean-Baptiste ""J-B"" Cuchas",Bye Bye Morrons,INTP,5 Pdb Votes
1104,Sarah Montegnac,The Deep House,INTP,2 Pdb Votes
1105,Glenn,The Angry Birds Movie (2016),INTP,18 Pdb Votes
1106,Thomas Edison,America: The Motion Picture (2021),INTP,19 Pdb Votes
1107,Meeta Solanki,Hasee Toh Phasee (2014),INTP,19 Pdb Votes
1108,Herb Schellenberger,The Outcasts,INTP,1 Pdb Vote
1109,Phylange,The Incredibles (Franchise),INTP,8 Pdb Votes
1110,Ben Miller,Escape Room: Tournament of Champions,INTP,3 Pdb Votes
1111,Paul Langevin,Radioactive (2019),XXXX,2 Pdb Votes
1112,Charlie Bovery,Gemma Bovery,INTP,1 Pdb Vote
1113,Grumpy,The House That Jack Built (2018),INTP,9 Pdb Votes
1114,John Darling,Peter Pan (2003),INTP,13 Pdb Votes
1115,Leonard Woolf,Vita & Virginia (2018),INTP,3 Pdb Votes
1116,Andrew Lippincott,Endless Night (1972),INTP,67 Pdb Votes
1117,Sam,Under The Silver Lake,INTP,7 Pdb Votes
1118,Dracula,Hotel Transylvania: Transformania,INTP,4 Pdb Votes
1119,Sophie,A Perfect Day,INTP,21 Pdb Votes
1120,Brain,Brick (2005),INTP,7 Pdb Votes
1121,Marvin Bijoux,Reinventing Marvin,INTP,12 Pdb Votes
1122,Gaston Hébrard,The Swarm,INTP,2 Pdb Votes
1123,Michal,Servants,INTP,20 Pdb Votes
1124,Mia (Annabelle),The Conjuring,INTP,6 Pdb Votes
1125,Heinrich Treadway,Infinite (2021),INTP,5 Pdb Votes
1126,Father Gordon,The Conjuring,INTP,11 Pdb Votes
1127,Sam,Blockers (2018),INTP,18 Pdb Votes
1128,Nelly,Petite Maman,INTP,25 Pdb Votes
1129,Valdo Obruchev,James Bond Film Series,INTP,11 Pdb Votes
1130,James Costa (Martin Asher),Taking Lives (2004),INTP,14 Pdb Votes
1131,John,Yellow Submarine (1968),INTP,5 Pdb Votes
1132,Becky,Bleak Night (2010),INTP,2 Pdb Votes
1133,Jocelyn,The Jane Austen Book Club (2007),INTP,1 Pdb Vote
1134,Joel Brandt,Messages Deleted (2010),INTP,1 Pdb Vote
1135,Lia Macaluso,The Macaluso sisters (Le sorelle Macaluso),INTP,12 Pdb Votes
1136,Wendy,Please Stand By (2017),INTP,1 Pdb Vote
1137,James Monroe,The United States vs. Billie Holiday,XXXX,5 Pdb Votes
1138,Velma,Daphne and Velma,INTP,23 Pdb Votes
1139,Emily,Gunpowder Milkshake,INTP,2 Pdb Votes
1140,Tin Wah,Babyteeth (2019),INTP,10 Pdb Votes
1141,Frank,Maniac (2012),INTP,16 Pdb Votes
1142,Green,The Darkest Minds (2018),INTP,2 Pdb Votes
1143,Pastor,Awake (2021),INTP,24 Pdb Votes
1144,Velma Dinkley,SCOOB!,INTP,4 Pdb Votes
1145,Ethan,I Am Legend (2007),INTP,1 Pdb Vote
1146,Dr. Cleveland,Society (1989),INTP,4 Pdb Votes
1147,Wolfgang,Les Enfants de Timpelbach (Trouble at Timpetill),XXXX,3 Pdb Votes
1148,Mako ''Gen 1'' #1,Deep Blue Sea (1999),INTP,11 Pdb Votes
1149,Marie,The Road Within,INTP,13 Pdb Votes
1150,Agent Stepdaughter,Secret Magic Control Agency (SMCA),INTP,1 Pdb Vote
1151,Father Kastner,The Conjuring,INTP,2 Pdb Votes
1152,Paulinho (Zika),Internet - O Filme,INTP,1 Pdb Vote
1153,Isobel McCordle,Gosford Park,INTP,14 Pdb Votes
1154,Justin Wexler,Prom,INTP,25 Pdb Votes
1155,Advanced,Shy Boys: IRL (2011),INTP,12 Pdb Votes
1156,Wee,Ghost Lab,INTP,2 Pdb Votes
1157,Dani,Depois a louca sou eu,INTP,2 Pdb Votes
1158,Adam Harrison,The Son of Bigfoot,INTP,13 Pdb Votes
1159,Truman,Patch Adams,INTP,9 Pdb Votes
1160,Friedrich Engels,The Young Karl Marx,INTP,311 Pdb Votes
1161,Aventureiro Verde (Roni),Os Aventureiros,INTP,11 Pdb Votes
1162,M. I. L. O,Oxygen (2021),INTP,2 Pdb Votes
1163,Moor's Charecter,Kala (2021),XXXX,4 Pdb Votes
1164,Josh Johnson,Fear Street (Franchise),INTP,9 Pdb Votes
1165,Kelly Ferguson,A Babysitter's Guide to Monster Hunting (2020),INTP,6 Pdb Votes
1166,Chris Mattson,Lakeview Terrace (2008),INTP,4 Pdb Votes
1167,Vittoria Vetra,Angels & demons (2009),INTP,5 Pdb Votes
1168,Garth,Secondhand Lions (2003),INTP,22 Pdb Votes
1169,Fritz,The Scary House (2020),INTP,1 Pdb Vote
1170,Tony,Mistress America (2015),INTP,1 Pdb Vote
1171,Rajeshwari Singh (Chutki),Dilwale Dulhania Le Jayenge,INTP,19 Pdb Votes
1172,André,O Homem Que Copiava,INTP,13 Pdb Votes
1173,Dr. Landy,The Woman in the Window (2021),XXXX,4 Pdb Votes
1174,Andy Brewster,The Guilt Trip,INTP,2 Pdb Votes
1175,Mark Bellison,The Invention Of Lying,INTP,8 Pdb Votes
1176,Jared Kalwani,Dear Evan Hansen (Movie),INTP,15 Pdb Votes
1177,Driller,Transformers (Bayverse),INTP,2 Pdb Votes
1178,Jude,Hey Jude,INTP,4 Pdb Votes
1179,Roy Neary,Close Encounters of the Third Kind,INTP,21 Pdb Votes
1180,Detective Kuroda,Suicide club,INTP,2 Pdb Votes
1181,Charlie Black,Metropolitan (1990),INTP,14 Pdb Votes
1182,Julien Quentin,"Au revoir, les enfants (1987)",INTP,13 Pdb Votes
1183,Michael Harding,The Stepfather (2009),INTP,12 Pdb Votes
1184,Bob Biswas,Kahaani,INTP,27 Pdb Votes
1185,Lourenço,O Cheiro do Ralo,INTP,12 Pdb Votes
1186,"James ""Jim"" Garrison",JFK (1991),INTP,11 Pdb Votes
1187,Kyle,Unhinged (2020),INTP,6 Pdb Votes
1188,Sherlock Holmes,Young Sherlock Holmes,INTP,52 Pdb Votes
1189,Henri,La Chinoise (1967),INTP,2 Pdb Votes
1190,Jake Logan,Frenemies (2012),INTP,2 Pdb Votes
1191,Jimmy James,Barbershop (2002),INTP,21 Pdb Votes
1192,Frankie Cabot,Mainstream (2020),INTP,6 Pdb Votes
1193,Ashens,Ashens and the Polybius Heist (2020),INTP,1 Pdb Vote
1194,Ashens,Ashens and the Quest for the Gamechild (2013),INTP,18 Pdb Votes
