,char,movie,mbti,votes
2247,Snails,Dungeons & Dragons (film series),ESFP,2 Pdb Votes
2248,Lee Unwin,Kingsman (Franchise),XXXX,5 Pdb Votes
2249,Tio Tony,Um Tio Quase Perfeito,ESFP,5 Pdb Votes
2250,Melinda Van Allen,Deep Water (2022),ESFP,5 Pdb Votes
2251,Clifford,Clifford the Big Red Dog,ESFP,5 Pdb Votes
2252,Moody Spurgeon MacPherson,Anne of Green Gables (1985),XXXX,5 Pdb Votes
2253,Teacup,The 5th Wave (2016),ESFP,65 Pdb Votes
2254,Tia Graça,Pessoas,ESFP,18 Pdb Votes
2255,Lilian Horn,Pessoas,ESFP,5 Pdb Votes
2256,Voila Marques,Pessoas,ESFP,2 Pdb Votes
2257,Tia Dóris,Pessoas,ESFP,7 Pdb Votes
2258,Judith Myers,Halloween (Rob Zombie),ESFP,2 Pdb Votes
2259,CİGO,MBTİTR_ 18.KİŞİLİK TİPİ,ESFP,6 Pdb Votes
2260,Ron,Vacation Friends,ESFP,1 Pdb Vote
2261,Mick Dugan,Working Girl,ESFP,2 Pdb Votes
2262,"Vikram ""Vicky"" Saigal",Yeh Dillagi (1994),ESFP,2 Pdb Votes
2263,Sanjana,Mohabbatein (2000),ESFP,75 Pdb Votes
2264,Nina,Nicos Weg,ESFP,6 Pdb Votes
2265,Richard Meyers,The Break-Up (2006),ESFP,27 Pdb Votes
2266,Mark Kessler,Nanny Cam (2014),ESFP,21 Pdb Votes
2267,Jackson,Terror Train (1980),ESFP,3 Pdb Votes
2268,Mo,Terror Train (1980),ESFP,123 Pdb Votes
2269,Ruby Lane,Fear Street (Franchise),ESFP,3 Pdb Votes
2270,Gunter,Sing 2,ESFP,1 Pdb Vote
2271,Arnie,Fear Street (Franchise),ESFP,11 Pdb Votes
2272,Tae-ok,The Swordsman,ESFP,2 Pdb Votes
2273,Bartolomea,Benedetta,ESFP,42 Pdb Votes
2274,Tom,Till Death (2021),ESFP,3 Pdb Votes
2275,Blaire,Night Teeth,ESFP,1 Pdb Vote
2276,Ben,The Deep House,ESFP,10 Pdb Votes
2277,Brendan McDonough,Only the Brave,ESFP,5 Pdb Votes
2278,Fly,As Tears Go By,ESFP,2 Pdb Votes
2279,Marty Lee Dreiwitz,"Good Morning, Vietnam (1987)",ESFP,1 Pdb Vote
2280,Annie,Fear Street (Franchise),ESFP,63 Pdb Votes
2281,Nick McBride,Prom Night (1980),ESFP,27 Pdb Votes
2282,Mrs. Emily Jane French,Witness for the Prosecution (1957),ESFP,4 Pdb Votes
2283,Samantha Fraser,Fear Street,ESFP,7 Pdb Votes
2284,Carrie,Big Momma’s 2 (2006),ESFP,4 Pdb Votes
2285,Jodi Schellenberger,The Outcasts,XXXX,2 Pdb Votes
2286,Hank,Blazing Samurai,XXXX,1 Pdb Vote
2287,Dan Forester,The Tomorrow War (2021),ESFP,11 Pdb Votes
2288,George Washington,America: The Motion Picture (2021),ESFP,2 Pdb Votes
2289,Jill,Joe Dirt (2001),ESFP,2 Pdb Votes
2290,Joe Dirt,Joe Dirt (2001),ESFP,2 Pdb Votes
2291,Zork / Tosakarn,Yak: The Giant King,XXXX,2 Pdb Votes
2292,Arlene,100 Girls,ESFP,1 Pdb Vote
2293,Christina,Dogtooth (Kynodontas) (2009),ESFP,0
2294,Lord,The Green Knight,ESFP,0
2295,Gaye,Penguin Bloom,ESFP,0
2296,Oli Bloom,Penguin Bloom,ESFP,0
2297,Rueben Bloom,Penguin Bloom,ESFP,0
2298,Serrena Halstead,Good on Paper (2021),ESFP,0
2299,Malik,Karen (2021),ESFP,0
2300,Cora Walker Brown,Endless Night (1972),ESFP,5 Pdb Votes
2301,Graham Purvis,Submarine,ESFP,37 Pdb Votes
2302,Stefani,Zola (2021),ESFP,1 Pdb Vote
2303,"Jonathan ""Johnny"" Loughran",Hotel Transylvania: Transformania,ESFP,4 Pdb Votes
2304,Sweet Heavy,Wendy,ESFP,1 Pdb Vote
2305,Afolabi Cardoso,93 Days (2016),ESFP,4 Pdb Votes
2306,James,Wendy,ESTP,10 Pdb Votes
2307,Mirror Queen,The Brothers Grimm (2005),ESFP,2 Pdb Votes
2308,Abel Pinto,Reinventing Marvin,ESFP,11 Pdb Votes
2309,The Grasshoppers,The Swarm,ESFP,2 Pdb Votes
2310,Eleonora Cattaneo,Agnese,ESFP,2 Pdb Votes
2311,Train Girl,Rascal,ESFP,2 Pdb Votes
2312,Maya,Rascal,ESFP,3 Pdb Votes
2313,Sharon Higgins,The Conjuring,XXXX,4 Pdb Votes
2314,Nancy (Annabelle : Creation),The Conjuring,ESFP,5 Pdb Votes
2315,Annabelle “Bee” Mullins,The Conjuring,ESFP,6 Pdb Votes
2316,John (Annabelle),The Conjuring,ESFP,3 Pdb Votes
2317,"Francis, Duke of Anjou",Elizabeth (1998 - 2007),ESFP,4 Pdb Votes
2318,Bruno Sauls (The Devil Made Me Do It),The Conjuring,ESFP,2 Pdb Votes
2319,Connor,Blockers (2018),ESFP,18 Pdb Votes
2320,Tae-ju,Thirst (2009),ESFP,9 Pdb Votes
2321,Gemma Honeycutt,Fool’s Gold (2008),ESFP,3 Pdb Votes
2322,"Alexandra Camille ""Alex"" Salazar",Four Sisters Before the Wedding,ESFP,7 Pdb Votes
2323,Ally Darling,What's your number? (2011),ESFP,6 Pdb Votes
2324,Buster Perkin,Norbit (2007),ESFP,6 Pdb Votes
2325,Ringo,Yellow Submarine (1968),ESFP,1 Pdb Vote
2326,Nedra,Something New,ESFP,1 Pdb Vote
2327,Nelson McQueen,Something New,ESFP,7 Pdb Votes
2328,Beef,Phantom of the Paradise (1974),ESFP,1 Pdb Vote
2329,Se Jung,Bleak Night (2010),ESFP,2 Pdb Votes
2330,Allegra Avila,The Jane Austen Book Club (2007),ESFP,1 Pdb Vote
2331,Charley Brooke,Edge Of The World,ESFP,42 Pdb Votes
2332,Pinuccia Macaluso,The Macaluso sisters (Le sorelle Macaluso),ESFP,36 Pdb Votes
2333,Jangles the Clown,Inside Out (Franchise),ESFP,3 Pdb Votes
2334,Sophie,Naked (1993),ESFP,1 Pdb Vote
2335,Роман Ильин,Огонь (2020),ESFP,3 Pdb Votes
2336,Salesman,I now pronounce you Chuck and Larry,ESFP,2 Pdb Votes
2337,Angel Dela Cerna,Love or Money,ESFP,4 Pdb Votes
2338,Judy,Maniac (2012),ESFP,16 Pdb Votes
2339,Lucie,Maniac (2012),ESFP,1 Pdb Vote
2340,Cuca,In the Heights (2021),ESFP,1 Pdb Vote
2341,Carla,In the Heights (2021),ESFP,2 Pdb Votes
2342,Michelle,The Rental,ESFP,13 Pdb Votes
2343,Jody Long,Tamara Drewe (2010),ESFP,14 Pdb Votes
2344,Tamara Drewe,Tamara Drewe (2010),ESFP,4 Pdb Votes
2345,Cabo Citonho,Lisbela e o Prisioneiro (2003),ESFP,8 Pdb Votes
2346,Douglas,Lisbela e o Prisioneiro (2003),ESFP,3 Pdb Votes
2347,Peppe,Perfetti Sconosciuti,ESFP,3 Pdb Votes
2348,Lucky,Despicable Me (Franchise),ESFP,3 Pdb Votes
2349,Dot,Us again (2021),ESFP,30 Pdb Votes
2350,Alfie,The Rezort(2015),ESFP,29 Pdb Votes
2351,Jack,The Rezort(2015),ESFP,2 Pdb Votes
2352,Archie Johnson,The Babysitter,ESFP,57 Pdb Votes
2353,Mara Carlyle,Spontaneous,ESFP,1 Pdb Vote
2354,Zhu Ba Jie,Monkey King: Hero is Back (2015）,ESFP,2 Pdb Votes
2355,Martin P. Franklin,Fear Street (Franchise),ESFP,9 Pdb Votes
2356,Thomas Reinhard,Fly Me Away,ESFP,4 Pdb Votes
2357,Nina,Meander,ESFP,5 Pdb Votes
2358,Tracy,All Cheerleaders Die,ESFP,2 Pdb Votes
2359,Alistair Cheng,Crazy Rich Asians (2018),ESFP,5 Pdb Votes
2360,Elena Pingot,Fat Girl (2001),ESFP,5 Pdb Votes
2361,Speedy Gonzales,Space Jam: A New Legacy,ESFP,2 Pdb Votes
2362,Mr. Pennington,Barbie and the Pink Shoes,ESFP,6 Pdb Votes
2363,Pazinho,Febre do rato (rat fever),ESFP,7 Pdb Votes
2364,Clarissa Carlyn,Society (1989),ESFP,6 Pdb Votes
2365,Pepin,Postřižiny,ESFP,1 Pdb Vote
2366,Christopher Gregory,2 Hearts,ESFP,74 Pdb Votes
2367,Kenneth Hutch,Starsky and Hutch (2004),ESFP,26 Pdb Votes
2368,Prince Edward,Outlaw King,ESFP,13 Pdb Votes
2369,Xuxo,Super Xuxa Contra O Baixo Astral,ESFP,1 Pdb Vote
2370,Britney Allen,Bring It On: All or Nothing (2006),ESFP,16 Pdb Votes
2371,Megan Vandergeld,White Chicks (2004),ESFP,15 Pdb Votes
2372,Major Cabot Forbes,Glory (1989),ESFP,1 Pdb Vote
2373,Sebastian,Flashback (The Education of Fredrick Fitzell),XXXX,2 Pdb Votes
2374,Piragüero,In the Heights (2021),ESFP,1 Pdb Vote
2375,Kirill,Eastern Promises,ESFP,12 Pdb Votes
2376,Freddie Nesbitt,Gosford Park,ESFP,14 Pdb Votes
2377,Hector,Blue Miracle (2021),ESFP,3 Pdb Votes
2378,Don Fernando de Guzmán,"Aguirre, the Wrath of God",ESFP,34 Pdb Votes
2379,Pru Granger,Spirit Untamed (2021),ESFP,4 Pdb Votes
2380,Clifford Franklin,The Replacements,ESFP,654 Pdb Votes
2381,J.D. Weaver,Fantasy Island,ESFP,4 Pdb Votes
2382,Sarah Pinkerton,Believe Me: The Abduction of Lisa McVey,ESFP,10 Pdb Votes
2383,Bill,Diary of a Wimpy Kid (Series),ESFP,2 Pdb Votes
2384,Sophia Loren,House of Gucci,ESFP,5 Pdb Votes
2385,Patrizia Reggiani,House of Gucci,ESFP,9 Pdb Votes
2386,Carla,Crazy about her,ESFP,4 Pdb Votes
2387,Gamera (Shōwa),MonsterVerse,ESFP,4 Pdb Votes
2388,Scorch Supernova,Escape From Planet Earth,ESFP,27 Pdb Votes
2389,Pal,Uncle Buck (1989),ESFP,19 Pdb Votes
2390,The Seamstress,9 (2009),XXXX,1 Pdb Vote
2391,Louie Lastik,Remember the Titans,XXXX,1 Pdb Vote
2392,Varun Prabhakar,Drishyam(Mal),ESFP,1 Pdb Vote
2393,Juni,Floppaverse,ESFP,4 Pdb Votes
2394,Mark,A Better Tomorrow (1986),ESFP,8 Pdb Votes
2395,Lin Truly's Mom,Our Times (2015),ESFP,0
2396,Lin Sincere,Our Times (2015),XXXX,0
2397,Meimei,Our Times (2015),ESFP,0
2398,Simone,Dogman (2018),ESFP,0
2399,Medina,Deathgasm (2015),ESFP,0
2400,Captain Underpants,Captain Underpants,ESFP,17 Pdb Votes
2401,Hansel,Secret Magic Control Agency (SMCA),ESFP,2 Pdb Votes
2402,Beth Keller,Infierno bajo el agua,ESFP,1 Pdb Vote
2403,Kenny,A Good Year (2006),ESFP,1 Pdb Vote
2404,Ernie Prang,Harry Potter / Wizarding World Films,ESFP,7 Pdb Votes
2405,Trish O'Day,Romeo Must Die,ESFP,1 Pdb Vote
2406,Boone,The Indian in The Cupboard,ESFP,8 Pdb Votes
2407,Thomas,Nothing to Hide (Le Jeu),ESFP,5 Pdb Votes
2408,Aventureiro Azul (Luccas),Os Aventureiros,XXXX,11 Pdb Votes
2409,"Steven ""Stevo"" Levy",SLC Punk! (1998),ESFP,54 Pdb Votes
2410,Jane,Até Que A Sorte Nos Separe,ESFP,6 Pdb Votes
2411,Derek Sandoval,Bad Samaritan,ESFP,1 Pdb Vote
2412,Palwasha Asad Khan,Janaan,ESFP,1 Pdb Vote
2413,Mikey Guzman,Army of the Dead / Army of Thieves (2021),ESFP,21 Pdb Votes
2414,Lenny Horton,The Perfect Man (2005),ESFP,1 Pdb Vote
2415,Alex,The Uninvited (2009),XXXX,7 Pdb Votes
2416,Mae,Secondhand Lions (2003),ESFP,7 Pdb Votes
2417,Mooseblood,Bee Movie (2007),ESFP,14 Pdb Votes
2418,Dalton Chapman,House of Wax (2005),ESFP,5 Pdb Votes
2419,Jake Wolf,The Red Sea Diving Resort (2019),XXXX,1 Pdb Vote
2420,Katina Herreruela,Three Steps Above Heaven (Tres metros sobre el cielo),ESFP,9 Pdb Votes
2421,Pollo,Three Steps Above Heaven (Tres metros sobre el cielo),ESFP,10 Pdb Votes
2422,Marinês,O Homem Que Copiava,ESFP,16 Pdb Votes
2423,Yuiji Kira,Closest Love to Heaven (2017),ESFP,4 Pdb Votes
2424,Pamela Finkelstein,UHF,ESFP,14 Pdb Votes
2425,Liz Earl,Fierce People (2005),ESFP,3 Pdb Votes
2426,Jeet Khurana,Student Of The Year,XXXX,12 Pdb Votes
2427,Rohan,Student Of The Year,ESFP,9 Pdb Votes
2428,Paul Maclean,A River Runs Through It,XXXX,43 Pdb Votes
2429,Tom,Frontier(s),ESFP,2 Pdb Votes
2430,Andrea,Hey Jude,ESFP,1 Pdb Vote
2431,Mama Firefly (Gloria Teasdale),The Devil's Rejects (2005),ESFP,12 Pdb Votes
2432,Viola Bai,La solitudine dei numeri primi (2010),ESFP,5 Pdb Votes
2433,Mike Zavala,End of Watch,ESFP,5 Pdb Votes
2434,Mother Nature,Happily Ever After (1990),ESFP,9 Pdb Votes
2435,Jane Russell,Woman in the Window,ESFP,1 Pdb Vote
2436,Angela Walker,Weaponized,ESFP,1 Pdb Vote
2437,Bubbles,Finding Nemo (Franchise),ESFP,10 Pdb Votes
2438,Cynthia McLean,Metropolitan (1990),ESFP,24 Pdb Votes
2439,Marcus,Irreversible (2002),ESFP,36 Pdb Votes
2440,Bell,Knock Knock,ESFP,1 Pdb Vote
2441,Terry,Breaking the Waves (1996),ESFP,14 Pdb Votes
2442,Det. Zeke Banks,Spiral (2021),ESFP,5 Pdb Votes
2443,Willie O'Keefe,JFK (1991),ESFP,4 Pdb Votes
2444,David Ferrie,JFK (1991),ESFP,2 Pdb Votes
2445,Money Mike,Friday (1995),ESFP,12 Pdb Votes
2446,Day-Day,Friday (1995),ESFP,11 Pdb Votes
2447,Cliff Secord (The Rocketeer),The Rocketeer (1991),ESFP,3 Pdb Votes
2448,Petra,Eddie the Eagle (2016),XXXX,9 Pdb Votes
2449,Daddy,Climax (2018),ESFP,12 Pdb Votes
2450,Gazelle,Climax (2018),ESFP,105 Pdb Votes
2451,Kirill Grechkin,Major Grom: The Plague Doctor,ESFP,1 Pdb Vote
2452,Eddie Walker,Barbershop (2002),ESFP,1 Pdb Vote
2453,Terri Jones,Barbershop (2002),ESFP,23 Pdb Votes
2454,Risto Räppääjä,Risto Räppääjä,ESFP,3 Pdb Votes
2455,"Hayden ""Harvard Hottie""",The Nanny Diaries,XXXX,4 Pdb Votes
2456,Cathy Gray,House of Wax (1953),ESFP,13 Pdb Votes
2457,Tweedledee,Alice in Wonderland / Through the Looking Glass (2010 - 2016),ESFP,3 Pdb Votes
2458,The Jogger,My Friend Dahmer (2017),ESFP,6 Pdb Votes
2459,Boy Sweat Dave,Wrath of Man (2021),ESFP,6 Pdb Votes
2460,Dora Ioachim,Șantaj,ESFP,4 Pdb Votes
2461,Perry Poslowski,Combat Wombat,ESFP,16 Pdb Votes
2462,Kaitlynn Price,Moxie (2021),ESFP,12 Pdb Votes
2463,Bella,A Dog's Way Home (2019),ESFP,4 Pdb Votes
2464,Atlanta African American Youths,Borat (Series),ESFP,4 Pdb Votes
2465,Roger Europeo,Hayop Ka!,XXXX,12 Pdb Votes
2466,Nimfa Dimaano,Hayop Ka!,ESFP,1 Pdb Vote
2467,Toby Maitland,The Riot Club,ESFP,2 Pdb Votes
2468,Guy Bellingfield,The Riot Club,ESFP,40 Pdb Votes
2469,Mr. Weenie,Open Season (2006),ESFP,2 Pdb Votes
2470,Hiroshi Okubo,Cold Fish(2010),ESFP,27 Pdb Votes
2471,Darcy Rhone,Something Borrowed,ESFP,2 Pdb Votes
2472,Guardian Angel,The Midnight Meat Train(2008),ESFP,1 Pdb Vote
2473,"Mabel Normand, The Girl",Barney Oldfield's Race for a Life (1913),XXXX,2 Pdb Votes
2474,Alphonso,Valentine’s Day (2010),ESFP,10 Pdb Votes
2475,Filo,Zip & Zap and the Marble Gang,ESFP,1 Pdb Vote
2476,Lalloo Prasad,Hum Aapke Hain Koun,XXXX,5 Pdb Votes
2477,Ragnar the Rock,How to Train Your Dragon (Franchise),ESFP,11 Pdb Votes
2478,Mundungus Fletcher,Harry Potter / Wizarding World Films,ESFP,2 Pdb Votes
2479,Marta,Quién te cantará (2018),ESFP,5 Pdb Votes
2480,Rabbit,The Big Bad Fox and Other Tales... (2017),ESFP,11 Pdb Votes
2481,Abby Grant,Five Feet Apart (2019),ESFP,4 Pdb Votes
2482,Velma,West Side Story (2021),ESFP,1 Pdb Vote
2483,Hobbs,Low Down (2014),ESFP,1 Pdb Vote
2484,Joe Albany,Low Down (2014),ESFP,8 Pdb Votes
2485,Mermaid Queen,Secret Magic Control Agency,ESFP,14 Pdb Votes
2486,Madeleine Zimmer,Masculin féminin (1966),ESFP,5 Pdb Votes
2487,Sarah Gopnik,A Serious Man (2009),ESFP,2 Pdb Votes
2488,Doris Crane,The Man Who Wasn't There,ESFP,3 Pdb Votes
2489,Colleen Collette,Yoga Hosers,XXXX,1 Pdb Vote
2490,Dawid,Dlaczego nie!,ESFP,5 Pdb Votes
2491,Jorge,Snabba Cash (Series),ESFP,6 Pdb Votes
2492,Playful Heart Monkey,The Care Bears Movie,ESFP,10 Pdb Votes
2493,The Twin Pennies,Raggedy Ann & Andy: A Musical Adventure (1977),ESFP,3 Pdb Votes
2494,Topsy,Raggedy Ann & Andy: A Musical Adventure (1977),ESFP,35 Pdb Votes
2495,King Koo Koo,Raggedy Ann & Andy: A Musical Adventure (1977),ESFP,0
2496,The Captain,Raggedy Ann & Andy: A Musical Adventure (1977),ESFP,0
2497,Кирилл,Funny Friends,ESFP,0
2498,Mercedes Lane,License to Drive (1988),ESFP,0
2499,Lola,LOL(2012),ESFP,0
2500,Jenny Steadmeyer,Hot Tub Time Machine,ESFP,4 Pdb Votes
2501,Brutus,Asterix and Obelix (Franchise),ESFP,11 Pdb Votes
2502,Kelly Campbell,Masterminds,ESFP,6 Pdb Votes
2503,Olmo Dalcò,1900,ESFP,2 Pdb Votes
2504,Max,When We First Met (2018),ESFP,3 Pdb Votes
2505,Pinky,The Angry Birds Movie (2016),ESFP,3 Pdb Votes
2506,Melanie,Die wilden Hühner (2006),ESFP,12 Pdb Votes
2507,Sepideh,About Elly (2009),XXXX,9 Pdb Votes
2508,Hanna Giurgiu,My little princess,ESFP,2 Pdb Votes
2509,Stefano,Tini: El Gran Cambio De Violetta,ESFP,2 Pdb Votes
2510,Melanie,Tini: El Gran Cambio De Violetta,ESFP,2 Pdb Votes
2511,Ludmila,Tini: El Gran Cambio De Violetta,ESFP,7 Pdb Votes
2512,Yumi Yoshimido,Wasabi,ESFP,22 Pdb Votes
2513,"Maurice ""Momo""",Wasabi,ESFP,3 Pdb Votes
2514,Mimi,Rio (2011),ESFP,15 Pdb Votes
2515,Trash,Return Of The Living Dead,ESFP,4 Pdb Votes
2516,Kimmy Minter,The Diary of a Teenage Girl (2015),ESFP,7 Pdb Votes
2517,Charlotte Worthington,The Diary of a Teenage Girl (2015),ESFP,6 Pdb Votes
2518,Mabel,Ruby Sparks,ESFP,4 Pdb Votes
2519,Alia,Arlo the Alligator Boy (2021),ESFP,15 Pdb Votes
2520,Eun-Ja,Tune in for Love (2019),ESFP,4 Pdb Votes
2521,Xiao Jiu,Jiang Ziya,ESFP,12 Pdb Votes
2522,Buffy,Plan Bee (2007),ESFP,1 Pdb Vote
2523,Carlos,Ratatoing (2007),XXXX,1 Pdb Vote
2524,Joseph Nagle,Master and Commander: The Far Side of the World (2003),ESFP,4 Pdb Votes
2525,Midshipman Peter Calamy,Master and Commander: The Far Side of the World (2003),XXXX,1 Pdb Vote
2526,Kendra,To the Bone (2017),XXXX,2 Pdb Votes
2527,Zinos Kazantsakis,Soul Kitchen,ESFP,21 Pdb Votes
2528,Laird Mayhew,Why Him?,ESFP,1 Pdb Vote
2529,Viv Savage,This Is Spinal Tap (1984),XXXX,5 Pdb Votes
2530,Yang,Night in Paradise,ESFP,8 Pdb Votes
2531,Sandy Wagner,Instant Family,ESFP,9 Pdb Votes
2532,Karen,Instant Family,ESFP,3 Pdb Votes
2533,Woim,The Little Rascals (1994),XXXX,1 Pdb Vote
2534,Jewel,End of Sentence (2019),ENTP,7 Pdb Votes
2535,Chuck,Anger Management (2003),ESFP,1 Pdb Vote
2536,Sam marlowe,The trouble with Harry,XXXX,9 Pdb Votes
2537,PJ Puznowski,Gambit,ESFP,1 Pdb Vote
2538,Emil Hellberg,Traumfabrik,ESFP,35 Pdb Votes
2539,Callie Spengler,Ghostbusters: Afterlife (2021),ESFP,22 Pdb Votes
2540,Obelix,Asterix and Obelix (Franchise),ESFP,1 Pdb Vote
2541,Sofie Hartmann,Willkommen bei den Hartmanns,ESFP,2 Pdb Votes
2542,Ryo,Noriko's Dinner Table(2006),ESFP,2 Pdb Votes
2543,Mikan,Noriko's Dinner Table(2006),ESFP,1 Pdb Vote
2544,Lucinda Harris,Derailed (2005),ESFP,16 Pdb Votes
2545,Eunice McMichael,Crimson Peak (2015),ESFP,28 Pdb Votes
2546,Jack Turner,The Chinese Widow (Feng huo fang fei) (2017),ESFP,6 Pdb Votes
2547,Scraps,Corpse Bride (2005),ESFP,3 Pdb Votes
2548,Roy,Zero to Hero,ESFP,1 Pdb Vote
2549,King of Zinnia,Barbie and the Secret Door,ESFP,5 Pdb Votes
2550,Samantha,Barbie and the Secret Door,ESFP,13 Pdb Votes
2551,Larry,The Mistle-Tones,ESFP,2 Pdb Votes
2552,Eray Duraner,Son Yaz,ESFP,6 Pdb Votes
2553,Jax,Mortal Kombat (2021 film),ESFP,9 Pdb Votes
2554,Aunt Susan,The Holidate,ESFP,1 Pdb Vote
2555,Sloane,The Holidate,XXXX,2 Pdb Votes
2556,Amanda Becker,Not Another Teen Movie,XXXX,2 Pdb Votes
2557,Mitch Briggs,Not Another Teen Movie,ESFP,34 Pdb Votes
2558,The Blue Man / Reflection,Black is King,ESFP,1 Pdb Vote
2559,matryoshka the middle one,Kamisama no Iutoori,ESFP,8 Pdb Votes
2560,Hayakawa Kaneko,Kamisama no Iutoori,ESFP,13 Pdb Votes
2561,Daniela Rios,The Conjuring,ESFP,1 Pdb Vote
2562,Maria takayama,i don't have many friends,ESFP,3 Pdb Votes
2563,sena kashikawazaki,i don't have many friends,ESFP,1 Pdb Vote
2564,Faban,Barbie: Fairytopia (2005),ESFP,1 Pdb Vote
2565,Deputy Pete Willis,Eight Legged Freaks (2002),ESFP,2 Pdb Votes
2566,Tom Jones,Mars Attacks! (1996),ESFP,3 Pdb Votes
2567,Marcella Willis,A Soldier's Daughter Never Cries (1998),ESFP,2 Pdb Votes
2568,Alex,Just Say Yes,ESFP,1 Pdb Vote
2569,Herbert Melliphant,Mortal Engines (2018),ESFP,7 Pdb Votes
2570,Louis,Garfield: The Movie,XXXX,2 Pdb Votes
2571,Michelle Wells,What Lies Below,ESFP,4 Pdb Votes
2572,Petal Bear,The Shipping News,ESFP,2 Pdb Votes
2573,Ashley Grant,Whatever It Takes (2000),ESFP,6 Pdb Votes
2574,Paxton,Hostel 2 (2007),ESFP,12 Pdb Votes
2575,Whitney,Hostel 2 (2007),ESFP,4 Pdb Votes
2576,Svetlana,Hostel (2005),ESFP,4 Pdb Votes
2577,Oli,Hostel (2005),ESFP,3 Pdb Votes
2578,Bad Bitch,Bad Trip (2020),ESFP,3 Pdb Votes
2579,Gas Station Cowboy Man,Bad Trip (2020),ESFP,2 Pdb Votes
2580,Street Cleaner,Bad Trip (2020),ESFP,3 Pdb Votes
2581,"Keith Jones, Carwash Customer",Bad Trip (2020),ESFP,13 Pdb Votes
2582,Natasha,Waiting... (2005),ESFP,5 Pdb Votes
2583,"Theodore ""T-Dog""",Waiting... (2005),ESFP,28 Pdb Votes
2584,Serena,Waiting... (2005),ESFP,1 Pdb Vote
2585,Inaura,Lisbela e o Prisioneiro (2003),ESFP,12 Pdb Votes
2586,Maxxie Ayoade,Selah and The Spades,ESFP,6 Pdb Votes
2587,Pig (Darren),Disco Pigs (2001),ESFP,3 Pdb Votes
2588,Jae-ho,Bleak Night,XXXX,11 Pdb Votes
2589,Debbie Griswold,Vacation (2015),XXXX,9 Pdb Votes
2590,El inglés,Bolívar el héroe (2003),ESFP,2 Pdb Votes
2591,Peter,The Passion of the Christ,ESFP,4 Pdb Votes
2592,Corey,Good Time (2017),ESFP,6 Pdb Votes
2593,Steve Rodgers,Welcome to the Dollhouse (1995),ESFP,3 Pdb Votes
2594,Damla Karaçay,Zalim İstanbul (Ruthless City),ESFP,16 Pdb Votes
2595,Cenk Karaçay,Zalim İstanbul (Ruthless City),ESFP,25 Pdb Votes
2596,Gooch,Barely Lethal (2015),ESFP,0
2597,Josimara,Cabras da Peste,ESFP,0
2598,Sequin,Barbie: A Fashion Fairytale,ESFP,0
2599,Shimmer,Barbie: A Fashion Fairytale,ESFP,0
2600,Cassio,Othello (1995 film),ESFP,2 Pdb Votes
2601,Razor,Death Race,ESFP,2 Pdb Votes
2602,"Joseph Mason ""Machine Gun Joe""",Death Race,ESFP,2 Pdb Votes
2603,Guillermo Ruiz,BIA: Un Mundo Al Revés (2021),ESFP,4 Pdb Votes
2604,Meral,Senin Hikayen,ESFP,1 Pdb Vote
2605,Vivian Rizzo,City Island (2009),ESFP,1 Pdb Vote
2606,Spleen,Mystery men (1999),ESFP,12 Pdb Votes
2607,Celeste Quintero,BIA: Un Mundo Al Revés (2021),XXXX,7 Pdb Votes
2608,"SSgt. Richard ""Rascal"" Moore",Memphis Belle (1990),ESFP,1 Pdb Vote
2609,Chizuru Yoshida,Kimi ni Todoke (film),ESFP,3 Pdb Votes
2610,Makoto Konno,The Girl Who Leapt Through Time (2006 anime film),ESFP,3 Pdb Votes
2611,Tsubaki Sawabe,Your Lie in April (2016),ESFP,1 Pdb Vote
2612,Kang Hwi,The Princess and the Matchmaker (2018),XXXX,5 Pdb Votes
2613,Smush,Concrete Cowboy (2020),ESFP,5 Pdb Votes
2614,Lorenzo,Caught by a Wave (2021),ESFP,2 Pdb Votes
2615,Petrův táta,Párty Hárd (2019),ESFP,2 Pdb Votes
2616,Linda,Párty Hárd (2019),ESFP,13 Pdb Votes
2617,Max California,8MM (1999),ESFP,1 Pdb Vote
2618,Caitlyn Crisp,Liar Liar Vampire,ESFP,3 Pdb Votes
2619,George Kuffs,Kuffs,ESFP,2 Pdb Votes
2620,Li Na,"She Remembers, He Forgets",ESFP,9 Pdb Votes
2621,Chaz Watler,Sweet November,ESFP,16 Pdb Votes
2622,Yulian Kuznetsov,Nobody (2021),ESFP,5 Pdb Votes
2623,Phil,"Love, Rosie (2014)",ESFP,6 Pdb Votes
2624,L-T,WALL-E (2008),ESFP,1 Pdb Vote
2625,Gloria,To Rob a Thief (Ladrón que Roba a Ladrón),ESFP,9 Pdb Votes
2626,Bob Mapplethorpe,Bottle Rocket (1996),ESFP,11 Pdb Votes
2627,Sassy Nanny / Tamara Britch,The Last Button,ESFP,1 Pdb Vote
2628,Shelly,Cherry (2021),XXXX,1 Pdb Vote
2629,Madison Kowalski,Cherry (2021),ESFP,5 Pdb Votes
2630,Frank,Pixie,XXXX,8 Pdb Votes
2631,Betty Sutton,A Walk in the Clouds (1995),ESFJ,1 Pdb Vote
2632,George,Naomi and Ely’s No Kiss List (2015),ESFP,12 Pdb Votes
2633,Roland Kincaid,A Nightmare on Elm Street (Franchise),XXXX,22 Pdb Votes
2634,Naomi Mills,Naomi and Ely’s No Kiss List (2015),ESFP,16 Pdb Votes
2635,Richard “Eyeball” Chambers,Stand by Me (1986),ESFP,2 Pdb Votes
