,char,movie,mbti,votes
2486,Ah Ping,"In the Mood for Love (2000, 花樣年華)",ESTP,12 Pdb Votes
2487,Isaak O'Day,Romeo Must Die,ESTP,4 Pdb Votes
2488,Kai,Romeo Must Die,XXXX,3 Pdb Votes
2489,Alecto Carrow,Harry Potter / Wizarding World Films,ESTP,6 Pdb Votes
2490,Charlotte,Nothing to Hide (Le Jeu),ESTP,25 Pdb Votes
2491,Aventureiro Branco (Leo),Os Aventureiros,XXXX,9 Pdb Votes
2492,Isaac,Amarelo Manga (Mango Yellow),ISTP,3 Pdb Votes
2493,Luke,The Living End (1992),ESTP,1 Pdb Vote
2494,John Smith,Pitch Perfect (Series),ESTP,35 Pdb Votes
2495,Mike,The Intruder (2019),ESTP,16 Pdb Votes
2496,Daniyal Khan,Janaan,ESTP,12 Pdb Votes
2497,Chambers,Army of the Dead / Army of Thieves (2021),ESTP,0
2498,Tiffany Donohugh,Legally Blondes (2009),ESTP,0
2499,Johnny Faust,American Satan,ESTP,0
2500,Richard,Revenge,ESTP,9 Pdb Votes
2501,Xavier Red,The Doom Generation (1995),ESTP,51 Pdb Votes
2502,Marianne Peters,Army of the Dead / Army of Thieves (2021),ESTP,27 Pdb Votes
2503,John,I (Tamil),ESTP,1 Pdb Vote
2504,Rachel Summers,The Uninvited (2009),ESTP,14 Pdb Votes
2505,Le Tenia,Irreversible (2002),ESTP,33 Pdb Votes
2506,Marvin Dorfler,Midnight Run,ESTP,3 Pdb Votes
2507,Ari Levinson,The Red Sea Diving Resort (2019),XXXX,4 Pdb Votes
2508,Billy Barker,Fear Street (Franchise),ESTP,37 Pdb Votes
2509,Feitosa,O Homem Que Copiava,ESTP,2 Pdb Votes
2510,Cardoso,O Homem Que Copiava,ESTP,9 Pdb Votes
2511,Sonny Black,Donnie Brasco (1997),ESTP,18 Pdb Votes
2512,Brad Kessler,The Invention Of Lying,ESTP,5 Pdb Votes
2513,Chad,Uncut Gems (2019),ESTP,13 Pdb Votes
2514,Uncle Harvey,UHF,ESTP,5 Pdb Votes
2515,Bryce,Fierce People (2005),ESTP,8 Pdb Votes
2516,Wes,Rim of the World,XXXX,1 Pdb Vote
2517,Osvaldo Cruz,Monster,ESTP,2 Pdb Votes
2518,James King,Monster,ESTP,2 Pdb Votes
2519,Roman Ilyin,No Escapes (2020),ESTP,1 Pdb Vote
2520,Gilberte,Frontier(s),XXXX,1 Pdb Vote
2521,Kang Dong-Goo,Collectors (2020),XXXX,9 Pdb Votes
2522,Crystal Ann,Hey Jude,ESTP,2 Pdb Votes
2523,Brian Taylor,End of Watch,ESTP,13 Pdb Votes
2524,Enzo Molinari,The Big Blue,ESTP,8 Pdb Votes
2525,"Muneo ""Genesis"" Suzuki",Suicide club,ESTP,21 Pdb Votes
2526,The Jackal,Thirteen Ghosts (2001),ESTP,13 Pdb Votes
2527,David Winter,Woman in the Window,ESTP,2 Pdb Votes
2528,Patrick Blackwell,Those Who Wish Me Dead (2021),ESTP,3 Pdb Votes
2529,Hannah Faber,Those Who Wish Me Dead (2021),ESTP,19 Pdb Votes
2530,Barry Weiss,Blitz (2011),ESTP,7 Pdb Votes
2531,Serena Slocum,Metropolitan (1990),ESTP,1 Pdb Vote
2532,Seu Francisco,Neighbouring Sounds (Som ao redor),ESTP,7 Pdb Votes
2533,The Mocker,I Am Jonas (2018),ESTP,3 Pdb Votes
2534,Genesis,Knock Knock,ESTP,47 Pdb Votes
2535,Remo,Anniyan,ESTP,10 Pdb Votes
2536,General Hugo Rodríguez,Django (1966),XXXX,1 Pdb Vote
2537,Mimi,"Ruben Brandt, Collector (2018)",ESTP,8 Pdb Votes
2538,Mr. Jones,Animal Farm (1954),ESTP,17 Pdb Votes
2539,Sergio,Marie Poupee,ESTP,5 Pdb Votes
2540,Neco,Ramo (2020),ESTP,9 Pdb Votes
2541,Terry,Faults (2014),XXXX,1 Pdb Vote
2542,Roger Ferris,Body of Lies,ESTP,10 Pdb Votes
2543,Adam lang,The Ghost Writer (2010),ESTP,2 Pdb Votes
2544,Sheila Albany,Low Down (2014),ESTP,6 Pdb Votes
2545,Clay Shaw / Clay Bertrand,JFK (1991),XXXX,4 Pdb Votes
2546,Uncle Elroy,Friday (1995),ESTP,1 Pdb Vote
2547,"Clarence ""3 Gs"" Dewey",Snakes on a Plane (2006),XXXX,13 Pdb Votes
2548,Charles Baker Harris (Dill),To Kill a Mockingbird (1962),ESTP,22 Pdb Votes
2549,Eric Matthews,Miss Congeniality franchise,ESTP,1 Pdb Vote
2550,Ricky Nash,Barbershop (2002),ESTP,18 Pdb Votes
2551,David,Climax (2018),ESTP,14 Pdb Votes
2552,Chrissie Gillman,Filth (2013),ESTP,1 Pdb Vote
2553,Mr. Stan X,The Nanny Diaries,ESTP,7 Pdb Votes
2554,Matthew Burke,House of Wax (1953),ESTP,5 Pdb Votes
2555,"Joseph ""Jody"" Summers",Baby Boy,ESTP,3 Pdb Votes
2556,M N karthikyan,Ravana Prabhu,XXXX,4 Pdb Votes
2557,Flightless Feather,Combat Wombat,ESTP,1 Pdb Vote
2558,Ty Dellamonica,Undrafted (2016),ESTP,2 Pdb Votes
2559,Clanker,Pirates of the Caribbean,ESTP,44 Pdb Votes
2560,Sogga,Floppaverse,ESTP,16 Pdb Votes
2561,Tom,A Clockwork Orange (1971),ESTP,2 Pdb Votes
2562,Dimitri Mitropoulos,The Riot Club,XXXX,44 Pdb Votes
2563,Ian,Open Season (2006),ESTP,19 Pdb Votes
2564,Powerline,A Goofy Movie (1995),ESTP,5 Pdb Votes
2565,Billy,Toy soldiers,XXXX,1 Pdb Vote
2566,Gene Carson,Flightplan,ESTP,29 Pdb Votes
2567,Yukio Murata,Cold Fish(2010),ESTP,1 Pdb Vote
2568,Elena,Camino,ESTP,1 Pdb Vote
2569,Begoña,Camino,ESTP,2 Pdb Votes
2570,Locke,The Vanishing (2018),ESTP,2 Pdb Votes
2571,Lead Gangbange,The Midnight Meat Train(2008),ESTP,2 Pdb Votes
2572,Leigh Cooper,The Midnight Meat Train(2008),ESTP,5 Pdb Votes
2573,Paulie,Paulie (1998),ESTP,4 Pdb Votes
2574,Dr. Harrison Copeland,Valentine’s Day (2010),ESTP,6 Pdb Votes
2575,Liz,Valentine’s Day (2010),ESTP,6 Pdb Votes
2576,Kelvin Moore,Valentine’s Day (2010),ESTP,1 Pdb Vote
2577,Heidi,Zip & Zap and the Marble Gang,XXXX,10 Pdb Votes
2578,Charlie,Stand by Me (1986),ESTP,18 Pdb Votes
2579,Scabior,Harry Potter / Wizarding World Films,ESTP,17 Pdb Votes
2580,Bob Simms,Halloween (1978),ESTP,5 Pdb Votes
2581,Loren Visser,Blood Simple (1984),ESTP,9 Pdb Votes
2582,George Claire,Things Heard & Seen (2021),ESTP,34 Pdb Votes
2583,Belch Huggins,It (2017),ESTP,13 Pdb Votes
2584,Amanda Ling,Crazy Rich Asians (2018),ESTP,3 Pdb Votes
2585,Trevis,Elvira: Mistress of the Dark (1988),ESTP,1 Pdb Vote
2586,Robert Packard,Masculin féminin (1966),ESTP,12 Pdb Votes
2587,Henry VIII,Anne Of The Thousand Days,ESTP,6 Pdb Votes
2588,Coop,Imagine Me and You (2005),ESTP,1 Pdb Vote
2589,Тимофей,Funny Friends,ESTP,6 Pdb Votes
2590,Mordred,Merlin (1998 Miniseries),ESTP,3 Pdb Votes
2591,Arthur,Merlin (1998 Miniseries),ESTP,15 Pdb Votes
2592,Lucas,Transformers (Bayverse),ESTP,12 Pdb Votes
2593,Shane,Transformers (Bayverse),ESTP,2 Pdb Votes
2594,Гутенморген,Funny Friends,ESTP,8 Pdb Votes
2595,Chad,LOL(2012),ESTP,5 Pdb Votes
2596,Deck Shifflet,The Rainmaker (1997),ESTP,7 Pdb Votes
2597,Lou Dorchen,Hot Tub Time Machine,ESTP,2 Pdb Votes
2598,Kunal Chauhan,Dostana (2008),ESTP,9 Pdb Votes
2599,"Lakshman ""Lucky"" Prasad Sharma",Main Hoon Na (2004),ESTP,0
2600,Galnol,Falcon of the Evening,ESTP,1 Pdb Vote
2601,Mike,My First Summer,XXXX,4 Pdb Votes
2602,Willis Davidge,Enemy Mine,ESTP,21 Pdb Votes
2603,Cale Tucker,Titan A.E.,ESTP,8 Pdb Votes
2604,Josselin Beaumont,The Professional (1981),ESTP,1 Pdb Vote
2605,Johnson,Rush Hour (Franchise),ESTP,21 Pdb Votes
2606,Jung Chung,New World (2013),XXXX,55 Pdb Votes
2607,Holly Viola,You Get Me,ESTP,15 Pdb Votes
2608,Yoshiki Murayama,High and Low,ESTP,9 Pdb Votes
2609,Fred,Die wilden Hühner (2006),ESTP,32 Pdb Votes
2610,Gavin Reed,Detroit Evolution,ESTP,2 Pdb Votes
2611,Chicolini,Duck Soup (1933),XXXX,12 Pdb Votes
2612,Roko,Tini: El Gran Cambio De Violetta,ESTP,4 Pdb Votes
2613,Mauro,Rio (2011),ESTP,8 Pdb Votes
2614,Ricky Wasserman,The Diary of a Teenage Girl (2015),ESTP,8 Pdb Votes
2615,Tabatha,The Diary of a Teenage Girl (2015),ESTP,3 Pdb Votes
2616,Kid Blue,Looper (2012),ESTP,1 Pdb Vote
2617,Caius Céplus,Asterix and Obelix (Franchise),ESTP,8 Pdb Votes
2618,Kuljit Singh,Dilwale Dulhania Le Jayenge,ESTP,62 Pdb Votes
2619,Quincy McCall,Love & Basketball (2000),ESTP,4 Pdb Votes
2620,Lola Bunny,Space Jam: A New Legacy,ESTP,1 Pdb Vote
2621,Jerry McDowell,The Benchwarmers,ESTP,3 Pdb Votes
2622,Thomas Neumann,Soul Kitchen,ESTP,34 Pdb Votes
2623,Illias Kazantsakis,Soul Kitchen,ESTP,10 Pdb Votes
2624,Hemant shah,Big Bull,ESTP,9 Pdb Votes
2625,Charlie Holloway,Prometheus,ESTP,5 Pdb Votes
2626,Director Ma,Night in Paradise,ESTP,6 Pdb Votes
2627,Martin Brest,Knockin' on heaven's door,ESTP,2 Pdb Votes
2628,Minister Hempf,The Lives Of Others (2006),ESTP,3 Pdb Votes
2629,Carly Witwicky,Transformers (Bayverse),ESTP,1 Pdb Vote
2630,Butch,The Little Rascals (1994),ESTP,12 Pdb Votes
2631,Greta,A Nightmare on Elm Street (Franchise),ESTP,2 Pdb Votes
2632,Sean,End of Sentence (2019),ISTJ,1 Pdb Vote
2633,Julius Caesar,Asterix and Obelix (Franchise),ESTP,1 Pdb Vote
2634,Vanilla Ice,That’s My Boy,ESTP,10 Pdb Votes
2635,Dr. Sascha Heinrich,Willkommen bei den Hartmanns,ESTP,17 Pdb Votes
2636,Austen,Home Again,ESTP,10 Pdb Votes
2637,Liza Weld,In the Loop,ESTP,1 Pdb Vote
2638,Angela,Never Goin Back (2018),ESTP,1 Pdb Vote
2639,Reiko,Mortal Kombat (2021 film),XXXX,1 Pdb Vote
2640,Neil Fletcher,Australia (2008),ESTP,41 Pdb Votes
2641,AJ,The Mistle-Tones,ESTP,6 Pdb Votes
2642,Darsie,Not Another Happy Ending,ESTP,23 Pdb Votes
2643,Kano,Mortal Kombat (2021 film),ESTP,2 Pdb Votes
2644,Manny,Premium Rush,ESTP,2 Pdb Votes
2645,Hansel,Hansel & Gretel: Witch Hunters,ESTP,16 Pdb Votes
2646,Hyp,The Land Before Time (1988),ESTP,3 Pdb Votes
2647,Matryoshka the big one,Kamisama no Iutoori,ESTP,1 Pdb Vote
2648,kuma,Kamisama no Iutoori,ESTP,4 Pdb Votes
2649,Johnny Hooker,The Sting,ESTP,4 Pdb Votes
2650,Anthony Rios,The Conjuring,ESTP,5 Pdb Votes
2651,terahara Junior,grasshopper,ESTP,5 Pdb Votes
2652,Amaya Takeru,Kamisama no Iutoori,ESTP,4 Pdb Votes
2653,La Vegas Gambler,Mars Attacks! (1996),ESTP,182 Pdb Votes
2654,Billy-Glenn Norris,Mars Attacks! (1996),XXXX,3 Pdb Votes
2655,Press Secretary Jerry Ross,Mars Attacks! (1996),XXXX,1 Pdb Vote
2656,Art Land,Mars Attacks! (1996),ESTP,8 Pdb Votes
2657,Yulia Pchelkina,Major Grom: The Plague Doctor,ESTP,7 Pdb Votes
2658,Sedgewick Bell,The Emperor's Club (2002),ESTP,91 Pdb Votes
2659,Estelle,Just Say Yes,ESTP,5 Pdb Votes
2660,Eli Michaelson,Nobel Son,ESTP,1 Pdb Vote
2661,Anna Fang,Mortal Engines (2018),ESTP,5 Pdb Votes
2662,Vesemir,The Witcher: Nightmare of the Wolf (2021),ESTP,3 Pdb Votes
2663,Lee,Marvin's Room (1996),ESTP,15 Pdb Votes
2664,Joe Wade,The river (1984),ESTP,33 Pdb Votes
2665,Tom Garvey,The river (1984),ESTP,16 Pdb Votes
2666,Wavey Prowse,The Shipping News,ESTP,3 Pdb Votes
2667,Chris Campbell,Whatever It Takes (2000),ESTP,3 Pdb Votes
2668,Todd,Hostel 2 (2007),ESFP,7 Pdb Votes
2669,The American Client,Hostel (2005),ESTP,1 Pdb Vote
2670,Paxton,Hostel (2005),ESTP,20 Pdb Votes
2671,Roger Collins,Dark Shadows (2012),ESTP,12 Pdb Votes
2672,Raddimus,Waiting... (2005),ESTP,4 Pdb Votes
2673,Floyd,Waiting... (2005),ESTP,2 Pdb Votes
2674,Tex Macadoo,Willy's Wonderland (2021),ESTP,6 Pdb Votes
2675,Gi-tae,Bleak Night,XXXX,3 Pdb Votes
2676,Kevin Griswold,Vacation (2015),ESTP,11 Pdb Votes
2677,Ted Milner,Secret Window (2004),ESTP,16 Pdb Votes
2678,Herod Antipas,The Passion of the Christ,ESTP,2 Pdb Votes
2679,Jack the bully,Zero to Hero,ESTP,1 Pdb Vote
2680,Civan Yilmaz,Zalim İstanbul (Ruthless City),ESTP,2 Pdb Votes
2681,Victoria Knox,Barely Lethal (2015),ESTP,3 Pdb Votes
2682,Zeca Brito (Luva Branca),Cabras da Peste,ESTP,7 Pdb Votes
2683,Hotdogeteria Guy,Barbie: A Fashion Fairytale,ESTP,4 Pdb Votes
2684,Jacques,Barbie: A Fashion Fairytale,ESTP,16 Pdb Votes
2685,Bianca,Othello (1995 film),ESTP,11 Pdb Votes
2686,Night,Queen of Katwe,ESTP,10 Pdb Votes
2687,Big Bill,Death Race,ESTP,2 Pdb Votes
2688,Pachenko,Death Race,ESTP,3 Pdb Votes
2689,Luan,BIA: Un Mundo Al Revés (2021),ESTP,12 Pdb Votes
2690,Thiago Kunst,BIA: Un Mundo Al Revés (2021),ESTP,7 Pdb Votes
2691,Zangief,Wreck-It Ralph (Franchise),ESTP,4 Pdb Votes
2692,"Ezekiel ""Zerk"" Wilder",The Sasquatch Gang (2006),ESTP,14 Pdb Votes
2693,Captain Amazing / Lance,Mystery men (1999),ESTP,0
2694,Tony P.,Mystery men (1999),ESTP,0
2695,"""Junk it!""",Mystery men (1999),ESTP,0
2696,Víctor Gutiérrez,BIA: Un Mundo Al Revés (2021),ESTP,0
2697,"Manuel ""El Puma"" Gutiérrez",BIA: Un Mundo Al Revés (2021),ESTP,0
2698,Ryōta Watari,Your Lie in April (2016),ESTP,0
2699,Carl,Sausage Party (2016),ESTP,0
2700,Douche,Sausage Party (2016),ESTP,28 Pdb Votes
2701,Sara Reyes,A-X-L,ESTP,8 Pdb Votes
2702,Will Hawkins,A Week Away (2021),ESTP,22 Pdb Votes
2703,Sang-min,My Little Bride (2004),ESTP,1 Pdb Vote
2704,Don,The Big Wedding (2013),ESTP,1 Pdb Vote
2705,Miki Novotný,Párty Hárd (2019),ESTP,4 Pdb Votes
2706,Eddie Poole,8MM (1999),ESTP,7 Pdb Votes
2707,Jud Casper,Kes (1969),ESTP,4 Pdb Votes
2708,Mark,The Gifted (2014),ESTP,6 Pdb Votes
2709,"Kazu ""Zu"" Gamble",Music (2021),XXXX,8 Pdb Votes
2710,Mimi,Psycho Goreman,ESTP,6 Pdb Votes
2711,Vince Holland,Sweet November,ESTP,9 Pdb Votes
2712,HAN-S,WALL-E (2008),ESTP,22 Pdb Votes
2713,"Dr. Benjamin ""Ben"" Stone",Doc Hollywood (1991),ESTP,5 Pdb Votes
2714,Kovářova žena,Fimfárum Jana Wericha (2002),ESTP,2 Pdb Votes
2715,Arnold,Cherry (2021),ESTP,1 Pdb Vote
2716,Miriam Pentinen Webber,The Finest Hours,ESTP,4 Pdb Votes
2717,Robin Hood,Shrek (Franchise),ESTP,62 Pdb Votes
2718,Damien,I Am Not an Easy Man (Je Ne Suis Pas Un Homme Facile),ESTP,4 Pdb Votes
2719,Carl Fogarty,A History of Violence,ESTP,9 Pdb Votes
2720,Willie Gutierrez,The Yards,XXXX,5 Pdb Votes
2721,Steve “Leopard” Leonard,Cirque du Freak: The Vampire's Assistant (2009),XXXX,6 Pdb Votes
2722,Taryn White,A Nightmare on Elm Street (Franchise),ESTP,9 Pdb Votes
2723,Coke,Cherry (2021),XXXX,1 Pdb Vote
2724,Darrell Mackey,White Rabbit,ESTP,4 Pdb Votes
2725,Gennady,Limitless (2011),ESTP,6 Pdb Votes
2726,Victor,Choke (2008),ESTP,8 Pdb Votes
2727,Vivian Lowe,Nocturne (2020),ESTP,4 Pdb Votes
2728,Bai Xiaoning,Suddenly Seventeen,ESTP,2 Pdb Votes
2729,Butch,Tom and Jerry (2021),ESTP,5 Pdb Votes
2730,Pvt. Reich,Ravenous (1999),ESTP,9 Pdb Votes
2731,Susan Evers,The Parent Trap (1961),ESTP,15 Pdb Votes
2732,"Stefan ""Siara"" Siarzewski",Kiler (1997),ESTP,12 Pdb Votes
2733,Nicholas,Center of My World (2018),ESTP,17 Pdb Votes
2734,Kim Fowley,The Runaways (2010),ESTP,12 Pdb Votes
2735,Arthur,LOL (Laughing Out Loud),ESTP,8 Pdb Votes
2736,Ron Grady,A Nightmare on Elm Street (Franchise),ESTP,11 Pdb Votes
2737,Kurt,Riders of Justice (Retfærdighedens ryttere),XXXX,4 Pdb Votes
2738,Metro,Real Steel (2011),XXXX,2 Pdb Votes
2739,Steven Conolly,Notes on a scandal (2006),ESTP,14 Pdb Votes
2740,Weasel,Handsome Devil,ESTP,4 Pdb Votes
2741,B-Dawg,Air Buddies,ESTP,15 Pdb Votes
2742,Benny,In the Heights (2021),ESTP,54 Pdb Votes
2743,Tatiana,Mike and Dave Need Wedding Dates,ESTP,9 Pdb Votes
2744,Mike Stangle,Mike and Dave Need Wedding Dates,ESTP,7 Pdb Votes
2745,Connie Edwards,The Happytime Murders,ESTP,2 Pdb Votes
2746,Chum,Finding Nemo (Franchise),ESTP,27 Pdb Votes
2747,Graham Martin,A Lot Like Love (2005),XXXX,5 Pdb Votes
2748,Joseph Kearney,Here Are the Young Men (2020),ESTP,14 Pdb Votes
2749,Valenka,James Bond Film Series,XXXX,3 Pdb Votes
2750,Darzee,Rikki-Tikki-Tavi,ESTP,1 Pdb Vote
2751,Thomas,HartenStraat,ESTP,1 Pdb Vote
2752,Bas,HartenStraat,ESTP,31 Pdb Votes
2753,Nick Morton,The Mummy (2017),ESTP,8 Pdb Votes
2754,Sunny Baudelaire,Lemony Snicket's A Series of Unfortunate Events (2004),ESTP,4 Pdb Votes
2755,Joseph Buquet,The Phantom of the Opera (2004),ESTP,2 Pdb Votes
2756,Svyryd Holokhvostyi,Chasing Two Hares (1961),ESTP,12 Pdb Votes
2757,Pro,Operation Y and Shurik's Other Adventures,XXXX,6 Pdb Votes
2758,Zane,Astro Boy (2009),ESTP,43 Pdb Votes
2759,Harold Hill,The Music Man (1962),XXXX,2 Pdb Votes
2760,Chuck Traynor,Lovelace (2013),ESTP,11 Pdb Votes
2761,El Grosso,Metegol (Underdogs),ESTP,10 Pdb Votes
2762,Courtney,The Sweetest Thing (2002),ESTP,9 Pdb Votes
2763,Julius,French Exit,ESTP,40 Pdb Votes
2764,Roy Pulver,Boss Level (2021),ESTP,17 Pdb Votes
2765,Ryosuke Kawashima,Kairo (2001),ESTP,7 Pdb Votes
2766,B,Nymphomaniac (2013),ESTP,5 Pdb Votes
2767,Spike,Tom and Jerry (2021),ESTP,2 Pdb Votes
2768,Nigel Bray,Nicholas Nickleby (2002),ESTP,2 Pdb Votes
2769,Sir Mulberry Hawk,Nicholas Nickleby (2002),ESTP,19 Pdb Votes
2770,Jaden Stark,How to Build a Better Boy (2014),ESTP,5 Pdb Votes
2771,Falyn,Child's Play (2019),ESTP,9 Pdb Votes
2772,Chester Ming,The Wolf of Wall Street (2013),ESTP,17 Pdb Votes
2773,Chloe Tainer,The Bling Ring (2013),ESTP,31 Pdb Votes
2774,Terrel (Chiron's Bully),Moonlight (2016),ESTP,2 Pdb Votes
2775,Vernon,Free Fire,ESTP,1 Pdb Vote
2776,Rosie,Fresh (1994),ESTP,1 Pdb Vote
2777,Chuckie,Fresh (1994),XXXX,5 Pdb Votes
2778,Darius Clemons,Wrong Turn,XXXX,90 Pdb Votes
2779,"Frank Wolf ""Skipper""",Jungle Cruise (2021),ESTP,22 Pdb Votes
2780,Dollface,The Strangers,ESTP,11 Pdb Votes
2781,Louie,We're Back! A Dinosaur's Story,XXXX,5 Pdb Votes
2782,Bruce,Uncle Frank,ESTP,5 Pdb Votes
2783,Mathew (Mai’s dad),Next Gen (2018),ESTP,12 Pdb Votes
2784,Rocky ''Skip'' Hoffman,Metal Lords (2021),XXXX,8 Pdb Votes
2785,Luke Sanderson,The Haunting (1963),ESTP,8 Pdb Votes
2786,Travis,Even Lambs Have Teeth,ESTP,5 Pdb Votes
2787,Shelby Robek,Bad Neighbors (2014),ESTP,1 Pdb Vote
2788,Paula Faldt-Blevins,Bad Neighbors (2014),ESTP,2 Pdb Votes
2789,Lee Yoo Jin,WISH YOU : Your Melody From My Heart,ESTP,23 Pdb Votes
2790,The Crawlers,The Descent,ESTP,6 Pdb Votes
2791,Lingerie,The Beach Bum,ESTP,2 Pdb Votes
2792,Piangi,Phantom of The Opera: At The Royal Albert Hall,ESTP,25 Pdb Votes
2793,Yuri Grigorievich Samokhvalov,Office Romance(1977),ESTP,7 Pdb Votes
2794,Rudolf-Rodion Rachkov “Edik”,Moscow Does Not Believe in Tears(1980),ESTP,22 Pdb Votes
2795,Stan,17 Again (2009),ESTP,43 Pdb Votes
2796,Chris Hooker,The Craft (1996),ESTP,5 Pdb Votes
2797,Donny,Princess Protection Program (2009),ESTP,2 Pdb Votes
2798,Kane,F The Prom,XXXX,2 Pdb Votes
2799,Remo,Aparichit,ESTP,0
2800,Clem Miniver,Mrs. Miniver (1942),ESTP,2 Pdb Votes
2801,Kitano-sensei,Battle Royale (2000),ESTP,40 Pdb Votes
2802,Eddy Otis,Consenting Adults (1992),ESTP,1 Pdb Vote
2803,Simon Boggs,She's All That (1999),ESTP,14 Pdb Votes
2804,Sta’abi,Monsters vs. Aliens,XXXX,7 Pdb Votes
2805,Woody Deane,It's a Boy Girl Thing,ESTP,9 Pdb Votes
2806,Haley,Ma,ESTP,38 Pdb Votes
2807,J.D. Reston,Mindhunters (2004),ESTP,1 Pdb Vote
2808,Lotto,8 Mile (2002),ESTP,10 Pdb Votes
2809,Peter,The Edukators,ESTP,7 Pdb Votes
2810,Anthony Powell,Stage Door (1937),ESTP,1 Pdb Vote
2811,Commander Zero,Blood Diamond (2006),ESTP,5 Pdb Votes
2812,Newton Knight,Free State of Jones (2016),ESTP,4 Pdb Votes
2813,Thomas Crown,The Thomas Crown Affair (1999),ESTP,9 Pdb Votes
2814,Gunnar,My Life as a Dog (1985),ESTP,4 Pdb Votes
2815,Joe Macklemore III,Promising Young Woman (2020),ESTP,28 Pdb Votes
2816,Kong,Godzilla vs. Kong (2021),ESTP,3 Pdb Votes
2817,Rik,High Strung (2016),XXXX,1 Pdb Vote
2818,Ákos Várnai,a kind of america (valami amerika),ESTP,4 Pdb Votes
2819,Thomas Berger,Swing Kids (1993),ESTP,16 Pdb Votes
2820,Jethro,Come to Daddy (2019),ESTP,1 Pdb Vote
2821,Jib,Dope (2015),ESTP,4 Pdb Votes
2822,Rex Kramer,Airplane! (1980),ESTP,20 Pdb Votes
2823,Mr. Furious / Roy / Phoenix Dark-Dirk,Mystery men (1999),ESTP,19 Pdb Votes
2824,Jake,American Honey,ESTP,19 Pdb Votes
2825,Alexia,Raw (Grave),ESTP,6 Pdb Votes
2826,Jude,The Last Supper (1995),ESTP,1 Pdb Vote
2827,Ula,50 First Dates,ESTP,5 Pdb Votes
2828,Kevin,Dolittle (2020),ESTP,24 Pdb Votes
2829,Frankie,rough night,ESTP,9 Pdb Votes
2830,Naomi Preston,Gossip (2000),ESTP,1 Pdb Vote
2831,Heather,She's The One (1996),ESTP,1 Pdb Vote
2832,Torstein Raaby,Kon-Tiki,ESTP,1 Pdb Vote
2833,Daniel Cosway,Wide Sargasso Sea,ESTP,1 Pdb Vote
2834,Scott Elliott,scott and Sid,XXXX,2 Pdb Votes
2835,Dawn,Antebellum,ESTP,2 Pdb Votes
2836,Captain Jasper,Antebellum,ESTP,4 Pdb Votes
2837,Bill Clinton,Mr. Peabody & Sherman (2014),ESTP,4 Pdb Votes
2838,Spartacus,Mr. Peabody & Sherman (2014),XXXX,4 Pdb Votes
2839,Pharoah Tutankhamun (King Tut),Mr. Peabody & Sherman (2014),ESTP,5 Pdb Votes
2840,Bobby Riggs,Battle of the Sexes (2017),ESTP,4 Pdb Votes
2841,Jeremy 'Smoke' Stackhouse,Behind Enemy Lines (2001),ESTP,9 Pdb Votes
2842,Neil Buckland,The Mauritanian (2021),ESTP,1 Pdb Vote
2843,Rudy,The Monster Squad (1987),ESTP,1 Pdb Vote
2844,Patrick,The Monster Squad (1987),ESTP,1 Pdb Vote
2845,Eddy,Barnyard (2006),ESTP,3 Pdb Votes
2846,Igg,Barnyard (2006),ESTP,2 Pdb Votes
2847,"Maxwell ""Wizard""",August Rush,ESTP,5 Pdb Votes
2848,Ben,Expelled (2014),ESTP,6 Pdb Votes
2849,Jeremy,Don's Plum (2001),XXXX,2 Pdb Votes
2850,Mitchell Wilson,Moxie (2021),ESTP,39 Pdb Votes
2851,Bobby,Willy's Wonderland (2021),ESTP,16 Pdb Votes
2852,Teddy,Host (2020),XXXX,3 Pdb Votes
2853,Jonathan 'The Spider' Mercusio / Gary Soneji,Along Came a Spider (2001),ESTP,13 Pdb Votes
2854,Big Bertha,Super Mario Bros. (1993),XXXX,1 Pdb Vote
2855,Tyrell Martin,I Know What You Did Last Summer (1997),ESTP,2 Pdb Votes
2856,Jessie Stevens,To Catch a Thief (1955),ESTP,11 Pdb Votes
2857,Kate Whitney,Absolute Power (1997),ESTP,1 Pdb Vote
2858,President Janie Orlean,Don’t Look Up (2021),ESTP,239 Pdb Votes
2859,Evil Clown,The Brave Little Toaster (1987),ESTP,6 Pdb Votes
2860,Nhozemphtekh,Felidae (1994),ESTP,16 Pdb Votes
2861,Kong,Felidae (1994),ESTP,16 Pdb Votes
2862,Jose María,El día de la bestia,ESTP,4 Pdb Votes
2863,Tamara Vasilyevna,Hard Day,ESTP,9 Pdb Votes
2864,Iván,Mujeres al Borde de un Ataque de Nervios (1988),ESTP,5 Pdb Votes
2865,Burke,Rampage (2018),ESTP,2 Pdb Votes
2866,Chord,Open Windows (2014),ESTP,7 Pdb Votes
2867,Kai,Zambezia,ESTP,7 Pdb Votes
2868,Bernie Lomax,Weekend at Bernie's,ESTP,16 Pdb Votes
2869,Kate Libby,Hackers (1995),ESTP,5 Pdb Votes
2870,Josh,Life as a House (2001),ESTP,3 Pdb Votes
2871,Fernando Riviera,G.F.Darwin,ESTP,4 Pdb Votes
2872,Grzegorz Zelcer,G.F.Darwin,ESTP,8 Pdb Votes
2873,Troy,Firebreather (2010),ESTP,1 Pdb Vote
2874,Anubis,G.F.Darwin,ESTP,77 Pdb Votes
2875,Molly Samuels,After (Film Trilogy),ESTP,6 Pdb Votes
